Id,Sales
1,4204.7627
2,6427.0044
3,8476.044
4,6192.2295
5,6797.6304
6,5545.2026
7,7175.4575
8,7598.022
9,4725.7793
10,5637.315
11,6515.03
12,7872.4727
13,6833.2686
14,7767.1514
15,6003.2544
16,4726.117
17,5246.0835
18,8691.997
19,9379.611
20,8969.835
21,7872.728
22,4709.9106
23,5589.291
24,4186.3413
25,7920.541
26,9871.948
27,8323.406
28,5854.8794
29,5166.6914
30,4576.684
31,5585.0127
32,9657.457
33,6143.8364
34,5048.2954
35,5043.6274
36,6876.991
37,3706.8914
38,7089.0005
39,4405.6924
40,6296.1284
41,6243.7666
42,5120.5474
43,7090.231
44,6776.297
45,4783.3506
46,6381.582
47,7083.6616
48,10593.701
49,5871.4585
50,7900.5044
51,6828.246
52,7812.2593
53,6247.203
54,8155.9976
55,4414.2505
56,4930.6367
57,6030.626
58,6269.023
59,8427.329
60,7038.2017
61,5536.3096
62,7139.029
63,6849.214
64,8973.677
65,4290.4023
66,11509.185
67,4962.763
68,5811.849
69,7585.381
70,4560.054
71,6111.625
72,5584.0327
73,7180.133
74,5400.758
75,5310.0894
76,7210.9785
77,7449.507
78,7045.6626
79,4805.3477
80,7210.3525
81,10528.667
82,6190.6885
83,4377.1514
84,6156.787
85,5862.976
86,6255.43
87,7494.278
88,3904.8093
89,8365.839
90,6034.745
91,6821.1387
92,6287.122
93,4702.805
94,5799.3857
95,4885.8086
96,7604.372
97,7796.9487
98,4913.119
99,4693.2217
100,6939.712
101,5647.431
102,5829.7793
103,8136.8003
104,6485.0205
105,6661.157
106,5475.4165
107,4696.983
108,6359.838
109,7125.1465
110,7126.7437
111,7691.2295
112,7727.277
113,5439.4375
114,8236.335
115,5615.2407
116,6825.6284
117,8307.966
118,6773.648
119,9016.706
120,6964.455
121,7118.925
122,5231.784
123,7021.1465
124,7156.4795
125,6092.973
126,3792.526
127,4943.3726
128,7690.775
129,6273.616
130,4658.178
131,8383.178
132,6330.8457
133,6067.5405
134,6103.7905
135,5197.2866
136,7186.7573
137,6813.304
138,6120.6543
139,5303.9097
140,5062.368
141,6215.2324
142,3597.7214
143,6075.427
144,4991.361
145,7765.722
146,7083.6006
147,6207.638
148,8600.273
149,5109.0986
150,4922.5933
151,9401.553
152,6527.549
153,7738.501
154,7197.986
155,5136.6045
156,5958.1675
157,5406.3955
158,7418.058
159,10308.259
160,5674.8735
161,3181.4734
162,4718.2812
163,8122.1553
164,7752.7056
165,5970.6074
166,7042.0825
167,4934.2163
168,4679.9165
169,3697.1084
170,4761.8403
171,5887.13
172,6779.0117
173,6460.693
174,6209.349
175,8402.139
176,7685.4297
177,7491.0767
178,4701.294
179,8417.417
180,10114.029
181,5584.5493
182,7257.063
183,5288.4087
184,6510.4893
185,3863.2239
186,6285.27
187,5283.161
188,8568.641
189,6830.252
190,7674.6265
191,7603.226
192,5551.303
193,8567.015
194,15729.915
195,9640.276
196,5907.5005
197,3323.8374
198,5937.107
199,8347.858
200,5755.138
201,11040.106
202,16033.858
203,4078.1057
204,4986.1465
205,7953.187
206,4646.057
207,9208.639
208,6100.8457
209,7089.8726
210,4095.6992
211,6270.374
212,5843.5166
213,7049.7964
214,9173.219
215,6154.832
216,5825.083
217,6531.883
218,4974.021
219,5381.2827
220,7679.3633
221,5414.5894
222,5591.221
223,6979.8013
224,6062.942
225,5464.78
226,6714.548
227,6853.546
228,7666.097
229,6850.5205
230,6924.6123
231,5766.6646
232,3614.1973
233,5605.5405
234,6299.258
235,5895.642
236,4371.753
237,7832.334
238,6623.8394
239,8104.2974
240,6292.725
241,5379.6562
242,4896.2197
243,4271.3
244,8930.529
245,5161.151
246,7633.21
247,12806.833
248,7155.1963
249,6016.4253
250,5360.3896
251,4475.033
252,6884.8594
253,4192.902
254,5516.0405
255,9077.369
256,5364.778
257,12893.511
258,11774.311
259,4997.405
260,6422.06
261,4877.88
262,6401.7954
263,5452.4424
264,9763.825
265,6835.6343
266,8648.925
267,4494.9307
268,7187.3467
269,4958.704
270,8127.277
271,6355.7935
272,5995.0615
273,6501.2383
274,6004.394
275,7661.931
276,8671.455
277,6221.465
278,9501.849
279,6332.3066
280,8433.97
281,4909.26
282,5180.798
283,5422.5576
284,10682.706
285,6170.2476
286,7053.643
287,6431.517
288,8093.121
289,4367.9106
290,7906.7603
291,6676.472
292,3900.343
293,11909.864
294,14076.49
295,6713.3887
296,7109.6978
297,8034.7363
298,9568.659
299,10218.924
300,5498.0474
301,7385.2983
302,5495.217
303,7887.631
304,4131.9736
305,5725.3145
306,5378.8506
307,5491.361
308,7322.4043
309,5077.763
310,4821.823
311,7147.674
312,3987.6465
313,4686.419
314,5429.512
315,6315.601
316,8705.37
317,8249.242
318,6659.5884
319,6005.883
320,6099.595
321,10403.604
322,7129.1294
323,5473.5684
324,4926.928
325,8133.2705
326,4668.2686
327,6873.182
328,3678.4897
329,5109.8345
330,7194.5337
331,6039.8003
332,4947.457
333,8230.391
334,9067.93
335,10498.497
336,5197.7925
337,9135.73
338,3620.4895
339,5294.7573
340,6477.4243
341,4199.2646
342,8232.354
343,4855.282
344,5374.692
345,7946.765
346,9976.064
347,7698.906
348,5215.549
349,4869.9873
350,7998.33
351,7286.731
352,5898.493
353,5049.6147
354,6788.0625
355,8910.664
356,4526.402
357,5991.2207
358,7377.0063
359,7790.111
360,11196.864
361,5555.7896
362,10646.601
363,6931.1465
364,5158.8975
365,3716.8528
366,5904.8643
367,5969.0703
368,5487.623
369,7360.99
370,5222.3574
371,4280.74
372,6576.5747
373,3664.8406
374,7652.35
375,6719.2817
376,6890.8237
377,8233.319
378,5523.8735
379,8223.776
380,6675.033
381,5438.1406
382,5902.933
383,4672.255
384,9181.918
385,6233.438
386,4783.3506
387,6963.16
388,8003.557
389,7172.9395
390,5908.605
391,7536.313
392,5489.9263
393,5574.2
394,5807.4165
395,8806.121
396,6363.921
397,5955.526
398,5589.7656
399,5036.797
400,4002.8416
401,4577.9717
402,8162.207
403,7176.046
404,10105.766
405,9669.124
406,7803.9194
407,5255.5273
408,5103.9316
409,10574.13
410,9176.911
411,7064.4546
412,7920.7827
413,8072.8325
414,5976.72
415,3952.9521
416,9765.082
417,6196.997
418,6517.5713
419,6052.5435
420,3029.8105
421,10280.397
422,6173.5083
423,5150.8203
424,5256.3247
425,5834.112
426,6271.8213
427,7928.0303
428,6525.8867
429,5253.533
430,4466.77
431,4215.929
432,3265.3232
433,6454.282
434,14825.982
435,4819.8647
436,5693.4946
437,6264.427
438,5479.637
439,5059.091
440,5117.203
441,4188.0464
442,7320.052
443,6572.587
444,4011.1987
445,8018.9517
446,5443.8276
447,4653.6445
448,7750.148
449,7150.8853
450,8483.815
451,5594.5225
452,6456.628
453,4694.8335
454,4808.502
455,13206.424
456,9429.802
457,6286.6187
458,5681.1606
459,4992.351
460,5871.817
461,4319.7407
462,8242.4
463,4983.5176
464,5432.8584
465,6692.326
466,4669.1904
467,6160.922
468,7155.6675
469,6761.83
470,6488.6147
471,4477.4624
472,5521.951
473,5794.731
474,8393.593
475,8033.9395
476,6678.497
477,4310.6543
478,7865.4414
479,5553.84
480,4304.439
481,6667.6465
482,6518.056
483,6257.459
484,5888.8706
485,6052.1333
486,6570.3306
487,5461.0757
488,6699.8423
489,6635.346
490,6022.769
491,8351.681
492,5896.7554
493,4735.05
494,10989.967
495,5849.148
496,3664.1172
497,7441.497
498,8421.729
499,9546.082
500,4901.9243
501,5739.9277
502,5900.4453
503,6872.625
504,5805.1904
505,8706.864
506,3539.712
507,6553.1533
508,5612.2964
509,5236.4214
510,4644.2896
511,6703.1465
512,8082.955
513,5391.1606
514,7471.577
515,6855.5464
516,8729.9375
517,4673.106
518,6154.8086
519,6398.8896
520,7587.4497
521,7822.697
522,4019.3857
523,7684.924
524,6623.2456
525,6970.907
526,4719.231
527,3906.1167
528,7421.532
529,6069.1665
530,8548.708
531,6275.0103
532,5374.4355
533,7775.7637
534,6371.1714
535,6887.697
536,7475.4043
537,5769.091
538,7839.852
539,10106.874
540,6915.142
541,4563.5435
542,5703.0044
543,4160.979
544,0.0
545,7698.575
546,5331.8286
547,8125.316
548,4380.0283
549,6513.352
550,5775.432
551,8967.457
552,5006.1533
553,5451.0386
554,5739.5444
555,6872.0024
556,4957.7817
557,6669.135
558,7434.68
559,8624.191
560,7219.979
561,6710.393
562,5856.4546
563,4369.306
564,5256.716
565,9859.783
566,8319.002
567,5854.673
568,12230.637
569,5627.4155
570,5134.0283
571,6145.7583
572,8439.328
573,9528.918
574,6928.7344
575,7619.842
576,7511.0205
577,6925.4707
578,6121.9966
579,5376.9326
580,4910.66
581,4989.1
582,4145.611
583,5524.495
584,8025.095
585,14155.311
586,6448.874
587,4762.6396
588,7302.557
589,4006.1792
590,5754.8857
591,4120.5615
592,8203.974
593,6321.91
594,5878.7534
595,12533.103
596,11050.408
597,5639.0947
598,6290.5586
599,4293.8447
600,5272.2544
601,5424.068
602,8130.6724
603,5009.912
604,4460.0703
605,5432.9775
606,5698.394
607,6917.1475
608,6892.7827
609,3854.2446
610,7050.3613
611,7751.405
612,6995.7817
613,4997.1953
614,4901.5596
615,7497.0586
616,4734.147
617,9283.341
618,4653.6714
619,4945.9854
620,6657.3027
621,5590.8
622,4841.9053
623,5488.094
624,6364.0303
625,8829.533
626,8745.244
627,5758.229
628,3913.6562
629,5786.1274
630,6932.1445
631,4754.843
632,6456.985
633,5900.6255
634,10005.544
635,7237.3926
636,6271.953
637,7588.4775
638,4636.063
639,8439.433
640,5494.9233
641,11669.342
642,5790.4165
643,5333.7764
644,5143.143
645,4084.3643
646,6426.3486
647,15703.07
648,4238.533
649,4605.226
650,8497.89
651,6180.041
652,6959.6147
653,7791.233
654,6444.865
655,5126.283
656,4233.1245
657,8773.663
658,6120.736
659,6428.972
660,6901.814
661,4587.6567
662,7225.6895
663,6188.676
664,3887.0496
665,7528.928
666,6891.836
667,4438.172
668,7352.9565
669,6343.144
670,4346.386
671,8162.5806
672,6467.511
673,7364.831
674,4839.0337
675,4723.2563
676,6066.256
677,0.0
678,7277.925
679,4410.8506
680,5804.454
681,4973.286
682,5723.857
683,6135.311
684,6305.0454
685,6440.0728
686,8167.3306
687,5788.357
688,6809.9136
689,5948.3965
690,8116.913
691,9054.319
692,6675.956
693,3197.3813
694,5813.3066
695,6926.488
696,4521.488
697,10259.174
698,5569.869
699,7061.9355
700,9639.532
701,6222.7764
702,4227.7144
703,10213.906
704,9128.102
705,5634.7725
706,8207.183
707,8701.443
708,6033.836
709,4946.707
710,6566.322
711,5143.104
712,6118.4653
713,7012.441
714,4573.874
715,6969.6177
716,7025.9023
717,6323.0376
718,7945.2954
719,5721.597
720,6282.004
721,3839.7642
722,6873.313
723,6536.5254
724,5901.7793
725,6066.291
726,6945.3994
727,8614.919
728,5707.6836
729,4948.9434
730,5570.9263
731,6967.3115
732,6582.3286
733,4513.621
734,4067.7737
735,7275.6206
736,7039.8867
737,5640.106
738,7749.3203
739,6201.6733
740,6662.911
741,5160.167
742,3611.7646
743,6361.8276
744,6256.2656
745,6927.036
746,8471.802
747,7517.9146
748,5076.1025
749,7751.3013
750,3951.098
751,3599.2693
752,6733.85
753,10722.217
754,7105.949
755,6990.5264
756,4629.9214
757,6688.536
758,8302.152
759,6146.1743
760,7820.459
761,5456.765
762,4608.745
763,5240.178
764,5690.5034
765,5374.538
766,5023.485
767,5169.619
768,4314.6274
769,6704.4634
770,6644.712
771,4990.3325
772,5770.2793
773,6783.7974
774,5286.8105
775,4777.962
776,8134.4263
777,6881.577
778,5656.5137
779,3891.8196
780,10840.095
781,5923.9287
782,5873.5923
783,8310.343
784,7595.066
785,7493.806
786,5939.9785
787,6702.2065
788,8959.7295
789,11438.29
790,5363.5757
791,5013.903
792,4983.4556
793,5967.67
794,5438.5034
795,7972.78
796,8136.2803
797,5657.938
798,4098.3564
799,6213.342
800,7469.4326
801,4927.6704
802,7046.395
803,3930.0793
804,6695.326
805,7706.156
806,6772.9565
807,8527.318
808,5671.103
809,4351.3545
810,6438.74
811,7230.17
812,7840.607
813,6805.2715
814,7557.66
815,6173.656
816,4404.4316
817,8650.121
818,4336.6396
819,9813.619
820,5999.197
821,4540.6997
822,6411.027
823,6011.2295
824,6679.6436
825,7102.7515
826,4007.5854
827,4520.613
828,7525.683
829,8244.531
830,8978.65
831,5478.164
832,5763.679
833,7165.255
834,6459.2573
835,5236.451
836,9377.331
837,8385.944
838,11137.736
839,4566.443
840,5817.5327
841,0.0
842,6888.8135
843,5159.227
844,9646.181
845,6536.5503
846,5189.427
847,4901.452
