Id,Sales
1,4334.4067
2,7563.9263
3,9316.716
4,6432.106
5,7344.813
6,5765.2793
7,8050.3906
8,7858.8354
9,4850.335
10,5961.106
11,7010.5415
12,8641.488
13,7256.703
14,8272.475
15,5840.0234
16,4123.9033
17,5688.6313
18,9966.27
19,10737.228
20,9788.111
21,8108.2397
22,4959.0586
23,5774.606
24,4125.5435
25,7963.2354
26,10707.818
27,8733.176
28,6103.4995
29,5422.3403
30,4625.2437
31,5507.4883
32,10403.94
33,6809.9785
34,5259.0923
35,5299.0967
36,7596.718
37,3791.0938
38,7597.4785
39,4184.6367
40,6156.652
41,6512.464
42,5776.2915
43,7932.0234
44,6742.1587
45,5067.3867
46,6756.4478
47,7266.121
48,11499.069
49,6335.6353
50,8782.06
51,6941.029
52,9406.602
53,6862.205
54,9767.923
55,4222.3755
56,4970.906
57,6527.611
58,5918.271
59,8626.059
60,8019.6094
61,6129.7783
62,8036.591
63,6329.9097
64,9903.358
65,3908.2666
66,12754.884
67,4871.8594
68,5797.887
69,7847.5415
70,5976.663
71,6746.3716
72,6401.6606
73,7400.372
74,5142.0054
75,5140.26
76,7207.5337
77,7593.69
78,7271.0913
79,5047.4814
80,7095.3516
81,11021.539
82,6921.0537
83,4973.39
84,7063.5186
85,5965.9287
86,6040.065
87,6974.1455
88,4111.863
89,8536.919
90,6270.0693
91,7376.992
92,7070.1836
93,4899.251
94,5994.4727
95,4988.1104
96,8382.162
97,8817.719
98,5037.4937
99,4864.32
100,6820.4814
101,5991.855
102,5319.598
103,8701.593
104,6194.391
105,7585.822
106,5810.369
107,4882.064
108,7046.0527
109,7239.933
110,7692.579
111,8272.364
112,8093.8237
113,5552.357
114,9102.04
115,5936.4897
116,7744.0527
117,9438.691
118,6516.1855
119,9999.19
120,7682.601
121,7427.14
122,5990.627
123,7356.4077
124,7757.358
125,6527.8477
126,3944.6484
127,5518.419
128,8594.149
129,6595.6187
130,4761.5137
131,9578.209
132,6427.6787
133,5628.1562
134,5898.6787
135,5520.245
136,7720.2793
137,7085.4316
138,6466.7954
139,5665.211
140,5072.551
141,6588.2944
142,3484.7107
143,6915.591
144,5037.032
145,8895.594
146,7401.5933
147,6144.68
148,9265.758
149,5463.7847
150,5016.5386
151,10489.7705
152,7219.2974
153,8566.426
154,7614.5024
155,5134.42
156,6273.8257
157,5091.18
158,8218.226
159,11367.279
160,6540.298
161,3384.7075
162,5040.5596
163,8559.525
164,8652.762
165,6054.5464
166,7424.116
167,4686.406
168,4940.79
169,3530.791
170,5102.063
171,6067.13
