Id,Sales
1,7307.7544
2,7495.7246
3,7605.6934
4,7420.6797
5,7459.418
6,7364.7173
7,7563.882
8,7534.927
9,7344.316
10,7378.312
11,7471.874
12,7550.4146
13,7462.1323
14,7518.782
15,7409.448
16,7286.0044
17,7404.16
18,7674.116
19,7782.6655
20,7683.4175
21,7553.0947
22,7347.298
23,7408.2344
24,7266.201
25,7571.6147
26,7753.8853
27,7590.0474
28,7436.25
29,7350.9897
30,7296.9233
31,7362.6304
32,7711.7344
33,7496.493
34,7361.1313
35,7353.3193
36,7502.2554
37,7250.328
38,7525.852
39,7302.6826
40,7434.571
41,7506.455
42,7355.3037
43,7525.998
44,7455.095
45,7328.7773
46,7445.3223
47,7498.558
48,7737.556
49,7417.0005
50,7570.7695
51,7488.9517
52,7650.3506
53,7472.1357
54,7660.1665
55,7312.7285
56,7317.8467
57,7428.586
58,7393.158
59,7599.399
60,7561.301
61,7401.3037
62,7539.9883
63,7440.9766
64,7659.064
65,7252.4204
66,7904.564
67,7322.334
68,7394.0933
69,7567.3994
70,7398.948
71,7451.259
72,7429.3564
73,7536.7324
74,7357.366
75,7343.9814
76,7534.455
77,7519.9326
78,7488.082
79,7314.9595
80,7473.581
81,7749.1475
82,7457.2104
83,7283.7915
84,7492.1475
85,7378.5576
86,7460.2314
87,7485.292
88,7252.241
89,7580.6294
90,7403.58
91,7509.075
92,7438.3057
93,7286.8
94,7471.51
95,7344.7783
96,7553.2085
97,7598.6167
98,7336.0337
99,7356.394
100,7424.7017
101,7418.769
102,7394.363
103,7550.5737
104,7452.913
105,7495.5317
106,7400.4697
107,7296.1865
108,7461.222
109,7526.9844
110,7539.451
111,7564.5254
112,7577.058
113,7391.428
114,7593.716
115,7406.5444
116,7533.5664
117,7646.496
118,7473.491
119,7683.378
120,7576.782
121,7550.868
122,7406.116
123,7473.7974
124,7587.864
125,7442.061
126,7242.1216
127,7388.462
128,7571.808
129,7493.627
130,7345.793
131,7597.21
132,7418.01
133,7370.2773
134,7382.1143
135,7374.452
136,7511.3896
137,7505.409
138,7457.7227
139,7379.4443
140,7325.716
141,7467.086
142,7223.6045
143,7428.0757
144,7362.963
145,7623.923
146,7492.0654
147,7433.8125
148,7602.8555
149,7376.337
150,7319.5073
151,7719.22
152,7478.23
153,7591.105
154,7498.074
155,7344.3555
156,7439.286
157,7355.8535
158,7504.2217
159,7816.342
160,7421.385
161,7223.407
162,7332.6846
163,7599.0464
164,7662.225
165,7434.3447
166,7512.5723
167,7309.25
168,7324.664
169,7204.2466
170,7327.2456
171,7409.4077
172,7503.7607
173,7485.589
174,7407.734
175,7551.39
176,7639.4424
177,7518.608
178,7317.8228
179,7637.0664
180,7844.5386
181,7436.777
182,7511.985
183,7346.411
184,7457.4727
185,7303.6177
186,7477.2812
187,7386.3887
188,7586.909
189,7477.6978
190,7646.2334
191,7566.571
192,7357.9307
193,7627.226
194,8335.541
195,7791.3755
196,7413.4473
197,7212.502
198,7426.1055
199,7681.837
200,7368.949
201,7686.809
202,8377.09
203,7209.187
204,7363.7197
205,7605.9097
206,7331.8745
207,7686.5205
208,7468.926
209,7512.6504
210,7232.2314
211,7496.471
212,7454.7373
213,7500.448
214,7617.999
215,7442.354
216,7399.0034
217,7464.9297
218,7364.409
219,7328.3184
220,7505.6743
221,7383.749
222,7446.4595
223,7503.657
224,7401.2383
225,7360.06
226,7494.585
227,7509.687
228,7573.286
229,7387.628
230,7466.215
231,7369.5728
232,7250.242
233,7438.6235
234,7469.9
235,7380.896
236,7284.4336
237,7665.267
238,7505.3076
239,7630.5923
240,7446.8955
241,7400.8286
242,7356.2607
243,7270.095
244,7724.5576
245,7335.078
246,7539.3447
247,8052.257
248,7516.032
249,7452.732
250,7343.7427
251,7300.9595
252,7502.1934
253,7273.248
254,7408.408
255,7684.232
256,7362.6562
257,8143.041
258,7992.0117
259,7337.7783
260,7498.48
261,7332.658
262,7458.123
263,7371.081
264,7762.881
265,7506.7188
266,7606.246
267,7283.4707
268,7460.788
269,7316.7837
270,7589.4688
271,7510.7085
272,7420.069
273,7449.62
274,7345.379
275,7600.0957
276,7626.15
277,7389.8525
278,7714.054
279,7467.243
280,7655.9688
281,7306.2827
282,7346.932
283,7383.884
284,7753.106
285,7470.9897
286,7539.1313
287,7510.378
288,7638.859
289,7309.5015
290,7551.536
291,7435.518
292,7255.9277
293,8051.3975
294,8207.383
295,7521.853
296,7598.748
297,7667.563
298,7731.946
299,7743.7056
300,7417.478
301,7548.563
302,7418.5996
303,7610.704
304,7253.1777
305,7392.5757
306,7386.7666
307,7360.283
308,7515.7104
309,7332.677
310,7324.624
311,7450.2715
312,7230.9233
313,7316.13
314,7384.3765
315,7456.2437
316,7663.069
317,7604.171
318,7474.0186
319,7446.7812
320,7435.639
321,7768.5923
322,7530.4355
323,7383.7236
324,7295.97
325,7623.191
326,7296.695
327,7483.0205
328,7214.0693
329,7345.201
330,7531.057
331,7419.485
332,7358.9624
333,7573.882
334,7663.8223
335,7786.131
336,7383.303
337,7650.398
338,7214.337
339,7358.3193
340,7434.28
341,7301.646
342,7526.9854
343,7354.493
344,7336.352
345,7600.7197
346,7804.2114
347,7604.24
348,7372.4585
349,7369.903
350,7510.3315
351,7515.532
352,7422.3013
353,7319.6157
354,7518.334
355,7679.833
356,7323.7417
357,7410.549
358,7567.877
359,7583.4775
360,7888.868
361,7447.862
362,7895.049
363,7472.2314
364,7356.1426
365,7237.6987
366,7419.078
367,7420.6445
368,7370.961
369,7505.9023
370,7306.132
371,7291.003
372,7501.9805
373,7256.65
374,7503.1562
375,7498.7744
376,7507.8594
377,7596.5176
378,7383.3745
379,7606.4136
380,7424.3096
381,7347.668
382,7342.269
383,7350.558
384,7716.3115
385,7454.4907
386,7332.7437
387,7536.357
388,7601.1743
389,7489.4595
390,7455.436
391,7587.052
392,7355.678
393,7338.333
394,7397.2285
395,7616.7783
396,7424.733
397,7434.4316
398,7403.853
399,7364.91
400,7265.1357
401,7364.622
402,7555.5615
403,7557.448
404,7739.1313
405,7772.756
406,7550.0
407,7274.3384
408,7318.671
409,7720.58
410,7714.1787
411,7530.22
412,7567.705
413,7591.1465
414,7388.475
415,7265.287
416,7725.239
417,7403.2725
418,7463.5757
419,7420.892
420,7231.5347
421,7808.11
422,7364.422
423,7366.8296
424,7309.469
425,7427.5713
426,7438.2676
427,7600.515
428,7470.1323
429,7292.7373
430,7351.514
431,7287.924
432,7209.544
433,7476.3003
434,8267.541
435,7351.9307
436,7369.592
437,7478.2373
438,7344.2065
439,7371.134
440,7328.907
441,7303.115
442,7510.687
443,7496.365
444,7263.4453
445,7657.705
446,7403.2856
447,7338.1772
448,7572.229
449,7581.8076
450,7689.721
451,7389.7275
452,7488.5317
453,7321.696
454,7387.0684
455,8021.295
456,7648.5493
457,7416.9204
458,7346.989
459,7336.6445
460,7396.6377
461,7295.217
462,7623.109
463,7328.7466
464,7369.141
465,7495.4653
466,7337.761
467,7439.668
468,7465.0503
469,7554.5903
470,7519.4287
471,7284.03
472,7380.0654
473,7483.0024
474,7668.556
475,7593.986
476,7487.4307
477,7299.541
478,7508.961
479,7396.704
480,7272.4053
481,7487.407
482,7489.8535
483,7434.6504
484,7429.0317
485,7439.1914
486,7519.1953
487,7376.617
488,7448.25
489,7483.7227
490,7432.5054
491,7599.7144
492,7399.7783
493,7340.046
494,7834.4365
495,7419.0215
496,7233.2925
497,7550.7925
498,7589.351
499,7767.367
500,7302.9067
501,7395.15
502,7393.1504
503,7502.9424
504,7422.9697
505,7601.4204
506,7209.2734
507,7441.82
508,7449.1836
509,7393.422
510,7311.7397
511,7498.5957
512,7655.067
513,7320.014
514,7557.6055
515,7506.6646
516,7644.877
517,7282.756
518,7443.769
519,7397.1255
520,7522.752
521,7569.489
522,7312.138
523,7439.7007
524,7543.619
525,7506.041
526,7313.387
527,7227.9385
528,7538.93
529,7492.826
530,7593.161
531,7513.163
532,7372.07
533,7596.6753
534,7476.5625
535,7554.9424
536,7512.6226
537,7419.264
538,7560.5273
539,7771.87
540,7547.2227
541,7309.7944
542,7385.731
543,7285.6143
544,0.0
545,7554.081
546,7369.118
547,7599.0527
548,7311.371
549,7486.64
550,7444.4023
551,7718.1636
552,7314.5654
553,7373.8496
554,7414.1055
555,7541.174
556,7338.411
557,7505.584
558,7515.383
559,7649.1826
560,7503.0146
561,7452.922
562,7376.949
563,7311.901
564,7343.0146
565,7764.743
566,7664.552
567,7391.539
568,7933.8315
569,7435.2554
570,7352.7695
571,7427.0854
572,7589.0625
573,7673.6963
574,7500.777
575,7548.2017
576,7573.152
577,7483.83
578,7463.82
579,7409.113
580,7364.1133
581,7328.0356
582,7261.4697
583,7386.3774
584,7626.8247
585,8090.8706
586,7452.625
587,7331.5693
588,7515.374
589,7260.828
590,7413.8794
591,7236.3267
592,7617.979
593,7421.6406
594,7430.699
595,7947.1367
596,7695.369
597,7461.855
598,7449.7686
599,7237.4106
600,7362.4033
601,7356.8936
602,7600.808
603,7336.372
604,7283.1367
605,7378.2803
606,7383.632
607,7557.868
608,7476.931
609,7190.256
610,7526.8213
611,7537.531
612,7560.872
613,7351.665
614,7332.008
615,7537.515
616,7267.015
617,7675.1113
618,7352.6484
619,7321.4204
620,7499.779
621,7438.076
622,7296.989
623,7405.7153
624,7481.796
625,7664.1807
626,7697.4756
627,7404.381
628,7268.5605
629,7387.965
630,7548.0996
631,7346.105
632,7448.6226
633,7411.8403
634,7808.158
635,7563.358
636,7425.302
637,7465.516
638,7277.3574
639,7628.8545
640,7400.0767
641,7943.3896
642,7461.319
643,7392.441
644,7351.5034
645,7241.0664
646,7494.037
647,8287.096
648,7287.5547
649,7311.7437
650,7690.061
651,7468.85
652,7482.938
653,7572.5293
654,7441.4146
655,7344.6963
656,7319.0957
657,7677.276
658,7433.358
659,7480.34
660,7502.0864
661,7306.0713
662,7477.666
663,7388.6245
664,7227.827
665,7584.5303
666,7572.1
667,7285.9507
668,7529.5146
669,7514.9395
670,7287.87
671,7675.392
672,7431.152
673,7579.219
674,7290.3286
675,7361.692
676,7418.681
677,0.0
678,7531.46
679,7297.1445
680,7421.09
681,7322.2827
682,7377.318
683,7356.2715
684,7442.4375
685,7506.63
686,7550.291
687,7403.57
688,7514.08
689,7410.697
690,7600.497
691,7649.9004
692,7446.0464
693,7225.177
694,7390.173
695,7513.366
696,7294.217
697,7788.6357
698,7398.7905
699,7554.551
700,7762.654
701,7397.2573
702,7323.841
703,7732.6445
704,7679.026
705,7371.022
706,7602.5215
707,7665.045
708,7403.878
709,7354.249
710,7477.408
711,7371.9194
712,7363.7695
713,7500.569
714,7334.5557
715,7420.1167
716,7531.4453
717,7458.0635
718,7601.1846
719,7391.823
720,7446.5312
721,7251.303
722,7497.486
723,7481.21
724,7396.078
725,7443.422
726,7525.7793
727,7649.5083
728,7418.745
729,7330.4126
730,7433.669
731,7468.945
732,7519.307
733,7290.7236
734,7277.042
735,7541.999
736,7422.046
737,7413.7197
738,7548.185
739,7430.293
740,7471.081
741,7329.5825
742,7255.76
743,7496.4014
744,7441.5894
745,7492.6064
746,7660.0845
747,7594.4775
748,7311.4297
749,7588.5786
750,7232.8003
751,7228.68
752,7475.0977
753,7764.636
754,7536.941
755,7497.3594
756,7334.799
757,7505.8916
758,7692.3545
759,7426.5327
760,7587.01
761,7414.92
762,7302.0034
763,7348.0117
764,7378.0693
765,7390.562
766,7341.8906
767,7391.744
768,7279.962
769,7490.918
770,7546.9385
771,7353.374
772,7399.637
773,7474.2695
774,7370.2476
775,7302.751
776,7633.706
777,7528.8867
778,7388.961
779,7276.5625
780,7951.236
781,7433.1855
782,7401.0547
783,7638.66
784,7592.593
785,7514.8457
786,7405.7734
787,7477.728
788,7704.9053
789,7893.5815
790,7341.791
791,7360.347
792,7321.2964
793,7457.761
794,7389.7573
795,7520.9336
796,7615.703
797,7369.565
798,7269.0337
799,7445.866
800,7533.987
801,7346.255
802,7523.4355
803,7240.4985
804,7546.4263
805,7517.0
806,7517.5117
807,7654.6133
808,7431.927
809,7248.4043
810,7436.344
811,7520.3125
812,7562.7256
813,7511.1313
814,7531.926
815,7461.7593
816,7289.993
817,7640.0947
818,7265.921
819,7745.3105
820,7394.8784
821,7305.9834
822,7492.8506
